Date,Adj Close,Close,High,Low,Open,Volume
2010-06-29,23.890004754066467,23.890004754066467,25.000004768371582,17.539994716644287,19.00000512599945,18766300
2010-06-30,23.830005526542664,23.830005526542664,30.420001745224,23.29999566078186,25.789995789527893,17187100
2010-07-01,21.959999799728394,21.959999799728394,25.920000672340393,20.26999533176422,25.000004768371582,8218800
2010-07-02,19.199999570846558,19.199999570846558,23.09999942779541,18.70999574661255,22.999994158744812,5139800
2010-07-06,16.110000014305115,16.110000014305115,19.999995231628418,15.829995274543762,19.999995231628418,6866900
2010-07-07,15.79999566078186,15.79999566078186,16.63000524044037,14.980005025863647,16.39999508857727,6921700
2010-07-08,17.46000051498413,17.46000051498413,17.519999742507935,15.569999814033508,16.139999628067017,7711400
2010-07-09,17.399999499320984,17.399999499320984,17.89999544620514,16.549994945526123,17.58000075817108,4050600
2010-07-12,17.050005197525024,17.050005197525024,18.07000458240509,16.99999451637268,17.95000433921814,2202500
2010-07-13,18.139994144439697,18.139994144439697,18.6400043964386,16.900005340576172,17.389994859695435,2680100
2010-07-14,19.840005040168762,19.840005040168762,20.14999508857727,17.760000228881836,17.93999969959259,4195200
2010-07-15,19.889999628067017,19.889999628067017,21.499995589256287,19.00000512599945,19.93999421596527,3739800
2010-07-16,20.640000700950623,20.640000700950623,21.299999356269836,20.05000412464142,20.699999928474426,2621300
2010-07-19,21.91000521183014,21.91000521183014,22.24999487400055,20.920005440711975,21.370005011558533,2486500
2010-07-20,20.299994945526123,20.299994945526123,21.850004196166992,20.05000412464142,21.850004196166992,1825300
2010-07-21,20.220000743865967,20.220000743865967,20.899994373321533,19.499999284744263,20.659995675086975,1252500
2010-07-22,20.99999964237213,20.99999964237213,21.250004768371582,20.37000060081482,20.50000548362732,957800
2010-07-23,21.289994716644287,21.289994716644287,21.55999481678009,21.06000065803528,21.19000554084778,653600
2010-07-26,20.950005054473877,20.950005054473877,21.499995589256287,20.299994945526123,21.499995589256287,922200
2010-07-27,20.550000071525574,20.550000071525574,21.179999113082886,20.260004997253418,20.910000801086426,619700
2010-07-28,20.71999490261078,20.71999490261078,20.899994373321533,20.509995818138123,20.550000071525574,467200
2010-07-29,20.350005626678467,20.350005626678467,20.87999939918518,19.999995231628418,20.770005583763123,616000
2010-07-30,19.93999421596527,19.93999421596527,20.440004467964172,19.54999566078186,20.200005769729614,426900
2010-08-02,20.920005440711975,20.920005440711975,20.97000002861023,20.329994559288025,20.50000548362732,718100
2010-08-03,21.949995160102844,21.949995160102844,21.949995160102844,20.820000171661377,20.99999964237213,1230500
2010-08-04,21.259995102882385,21.259995102882385,22.180005311965942,20.84999978542328,21.949995160102844,913000
2010-08-05,20.449994802474976,20.449994802474976,21.550004482269287,20.05000412464142,21.539999842643738,796200
2010-08-06,19.58999991416931,19.58999991416931,20.15999972820282,19.519994258880615,20.100000500679016,741900
2010-08-09,19.60000455379486,19.60000455379486,19.980000257492065,19.45000469684601,19.900004267692566,812700
2010-08-10,19.030004739761353,19.030004739761353,19.649999141693115,18.820005655288696,19.649999141693115,1281300
2010-08-11,17.89999544620514,17.89999544620514,18.8800048828125,17.850000858306885,18.690000772476196,797600
2010-08-12,17.599995732307434,17.599995732307434,17.89999544620514,17.389994859695435,17.800004482269287,691000
2010-08-13,18.319995403289795,18.319995403289795,18.450000286102295,17.659994959831238,18.18000018596649,634000
2010-08-16,18.779999613761902,18.779999613761902,18.799994587898254,18.259994387626648,18.450000286102295,485800
2010-08-17,19.150004982948303,19.150004982948303,19.399995803833008,18.779999613761902,18.960000872612,447900
2010-08-18,18.769994974136353,18.769994974136353,19.58999991416931,18.600000143051147,19.58999991416931,601300
2010-08-19,18.79000425338745,18.79000425338745,19.249994158744812,18.330000042915344,18.539999127388,579100
2010-08-20,19.09999430179596,19.09999430179596,19.110000729560852,18.5099995136261,18.649994730949402,296000
2010-08-23,20.130000114440918,20.130000114440918,20.389995574951172,19.00000512599945,19.0900057554245,1088100
2010-08-24,19.199999570846558,19.199999570846558,19.710000157356262,18.949994444847107,19.249994158744812,673100
2010-08-25,19.900004267692566,19.900004267692566,19.980000257492065,18.559995889663696,19.159995317459106,503300
2010-08-26,19.750004410743713,19.750004410743713,20.26999533176422,19.60000455379486,19.889999628067017,433800
2010-08-27,19.699995517730713,19.699995517730713,19.870004653930664,19.499999284744263,19.750004410743713,379600
2010-08-30,19.870004653930664,19.870004653930664,20.18999934196472,19.609994888305664,19.699995517730713,732800
2010-08-31,19.48000431060791,19.48000431060791,19.78999435901642,19.330004453659058,19.660005569458008,201100
2010-09-01,20.449994802474976,20.449994802474976,20.689995288848877,19.60000455379486,19.619999527931213,494900
2010-09-02,21.06000065803528,21.06000065803528,21.240000128746033,20.309999585151672,20.37000060081482,487100
2010-09-03,21.049994230270386,21.049994230270386,21.299999356269836,20.659995675086975,20.86999475955963,434600
2010-09-07,20.539995431900024,20.539995431900024,20.99999964237213,20.50000548362732,20.609999299049377,243400
2010-09-08,20.899994373321533,20.899994373321533,20.950005054473877,20.599994659423828,20.659995675086975,288400
2010-09-09,20.710004568099976,20.710004568099976,21.049994230270386,20.689995288848877,20.99999964237213,376200
2010-09-10,20.17000436782837,20.17000436782837,20.92999577522278,19.759994745254517,20.74999451637268,386600
2010-09-13,20.71999490261078,20.71999490261078,20.899994373321533,20.50000548362732,20.890005826950073,360800
2010-09-14,21.119999885559082,21.119999885559082,21.600000858306885,20.53000509738922,20.539995431900024,654700
2010-09-15,21.979994773864746,21.979994773864746,22.000005841255188,20.790000557899475,20.98000466823578,684600
2010-09-16,20.940000414848328,20.940000414848328,23.160000443458557,20.83999514579773,22.15000569820404,2684500
2010-09-17,20.230005383491516,20.230005383491516,21.31999433040619,19.80000078678131,21.019994616508484,1198500
2010-09-20,21.06000065803528,21.06000065803528,21.349995732307434,20.15999972820282,20.670000314712524,947500
